ID,Assembly,TrackClass,TrackType,CellClass,CellType,Description,ProcessingLogs,Title,MetaData
SRX220063,hg38,TFs and others,PGR,Cardiovascular,HUVEC,Primary Tissue=Umbilical Cord|Tissue Diagnosis=Normal,"17433554,83.6,5.7,689",GSM1071298: IgG PR infected; Homo sapiens; ChIP-Seq,source_name=primary HUVECs	cell type=endothelial cells	treatment=PR infected	ChIP=PR
SRX222272,hg38,TFs and others,ESR1,Prostate,VCaP,Primary Tissue=Prostate|Tissue Diagnosis=Carcinoma,"253164359,68.9,70.8,3587",GSM1076109: VCaP  [ERα ChIP-Seq]; Homo sapiens; ChIP-Seq,"source_name=VCaP cell line	cell line=Prostate cancer cell line	passages=3 to 4	chip antibody=ERα (diagenode, AC-066-100, lot # 001)"
SRX222273,hg38,TFs and others,ESR1,Prostate,VCaP,Primary Tissue=Prostate|Tissue Diagnosis=Carcinoma,"35641982,36.0,31.2,18148",GSM1076110: VCaP + E2 [ERα ChIP-Seq]; Homo sapiens; ChIP-Seq,"source_name=VCaP cell line	cell line=Prostate cancer cell line	agent=E2	passages=3 to 4	chip antibody=ERα (diagenode, AC-066-100, lot # 001)"
SRX222274,hg38,TFs and others,ESR1,Prostate,VCaP,Primary Tissue=Prostate|Tissue Diagnosis=Carcinoma,"247782619,73.9,35.0,4089",GSM1076111: VCaP ERa + E2 [ERα ChIP-Seq]; Homo sapiens; ChIP-Seq,"source_name=VCaP ERa cell line	cell line=Prostate cancer cell line overexpressing ERa	agent=E2	passages=10 to 12	chip antibody=ERα (diagenode, AC-066-100, lot # 001)"
SRX222275,hg38,TFs and others,ESR1,Prostate,NCI-H660,Primary Tissue=Prostate|Tissue Diagnosis=Carcinoma Small Cell,"37192796,48.3,27.9,14537",GSM1076112: NCI H660 + E2 [ERα ChIP-Seq]; Homo sapiens; ChIP-Seq,"source_name=NCI H660 cell line	cell line=Prostate cancer cell line	agent=E2	passages=4 to 5	chip antibody=ERα (diagenode, AC-066-100, lot # 001)"
SRX22482859,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"56840366,71.5,59.1,52413",GSM7890684: HeLaS3-NT1; Homo sapiens; ATAC-seq,source_name=Cervical adenocarcinoma	tissue=Cervical adenocarcinoma	cell line=HeLaS3	treatment=none	geo_loc_name=missing	collection_date=missing
SRX22482860,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"33471421,49.1,58.2,20942",GSM7890685: HeLaS3-TRIP12-IDR1; Homo sapiens; ATAC-seq,source_name=Cervical adenocarcinoma	tissue=Cervical adenocarcinoma	cell line=HeLaS3	treatment=transfected	geo_loc_name=missing	collection_date=missing
SRX22482861,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"31929728,66.1,52.0,33125",GSM7890686: HeLaS3-NT2; Homo sapiens; ATAC-seq,source_name=Cervical adenocarcinoma	tissue=Cervical adenocarcinoma	cell line=HeLaS3	treatment=none	geo_loc_name=missing	collection_date=missing
SRX22482862,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"33582861,61.7,40.4,8349",GSM7890687: HeLaS3-TRIP12-IDR2; Homo sapiens; ATAC-seq,source_name=Cervical adenocarcinoma	tissue=Cervical adenocarcinoma	cell line=HeLaS3	treatment=transfected	geo_loc_name=missing	collection_date=missing
SRX2355072,hg38,TFs and others,JUN,Cardiovascular,HAEC,Primary Tissue=Aorta|Tissue Diagnosis=Normal,"39057812,89.7,71.5,47262",GSM2394414: HAEC.ChIP.JUN.control.4h.rep1; Homo sapiens; ChIP-Seq,"source_name=human aortic endothelial cell	cell type=HAEC	passage=6 to 10	chip antibody=JUN, Santa Cruz #sc-13032X	treatment=control, 4h"
SRX2355073,hg38,TFs and others,JUN,Cardiovascular,HAEC,Primary Tissue=Aorta|Tissue Diagnosis=Normal,"32324622,90.2,63.0,54296",GSM2394415: HAEC.ChIP.JUN.control.4h.rep2; Homo sapiens; ChIP-Seq,"source_name=human aortic endothelial cell	cell type=HAEC	passage=6 to 10	chip antibody=JUN, Santa Cruz #sc-13032X	treatment=control, 4h"
SRX23612300,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"45589329,20.2,66.8,50",GSM8076234: Sample 9; Homo sapiens; ATAC-seq,source_name=HeLa cells	cell line=HeLa cells	genotype=WT	treatment=dCas9-SunTag + sgR-Ctrl + 500 nM Bio-PDC	geo_loc_name=missing	collection_date=missing
SRX23612301,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"41953086,24.2,73.5,40",GSM8076235: Sample 10; Homo sapiens; ATAC-seq,source_name=HeLa cells	cell line=HeLa cells	genotype=WT	treatment=dCas9-SunTag + sgR-Ctrl + 500 nM Bio-PDC	geo_loc_name=missing	collection_date=missing
SRX23612302,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"45169279,24.6,75.8,44",GSM8076236: Sample 11; Homo sapiens; ATAC-seq,source_name=HeLa cells	cell line=HeLa cells	genotype=NEAT1/MALAT1 inhibition	treatment=dCas9-SunTag + sgR-lncRNAs + 500 nM Bio-PDC	geo_loc_name=missing	collection_date=missing
SRX23612303,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"50121072,20.7,68.9,60",GSM8076237: Sample 12; Homo sapiens; ATAC-seq,source_name=HeLa cells	cell line=HeLa cells	genotype=NEAT1/MALAT1 inhibition	treatment=dCas9-SunTag + sgR-lncRNAs + 500 nM Bio-PDC	geo_loc_name=missing	collection_date=missing
SRX23612304,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"51522678,27.1,70.2,78",GSM8076238: Sample 13; Homo sapiens; ATAC-seq,source_name=HeLa cells	cell line=HeLa cells	genotype=WT	treatment=dCas9-nucleolin + sgR-Ctrl	geo_loc_name=missing	collection_date=missing
SRX23612305,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"45378645,22.2,67.6,61",GSM8076239: Sample 14; Homo sapiens; ATAC-seq,source_name=HeLa cells	cell line=HeLa cells	genotype=WT	treatment=dCas9-nucleolin + sgR-Ctrl	geo_loc_name=missing	collection_date=missing
SRX23612306,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"49498885,22.6,64.7,66",GSM8076240: Sample 15; Homo sapiens; ATAC-seq,source_name=HeLa cells	cell line=HeLa cells	genotype=MYC inhibition	treatment=dCas9-nucleolin + sgR-5	geo_loc_name=missing	collection_date=missing
SRX23612307,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"50700111,34.3,72.7,89",GSM8076241: Sample 16; Homo sapiens; ATAC-seq,source_name=HeLa cells	cell line=HeLa cells	genotype=MYC inhibition	treatment=dCas9-nucleolin + sgR-5	geo_loc_name=missing	collection_date=missing
SRX24151138,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"22636118,99.0,11.9,1339","GSM8187003: BRD4-dTAG, Veh, ER; Homo sapiens; ChIP-Seq","source_name=breast	tissue=breast	cell line=MCF7	cell type=breast cancer cells	chip antibody=ER, Santa Cruz F-10, D-12	treatment=DMSO, ethanol	geo_loc_name=missing	collection_date=missing"
SRX24151139,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"19510014,99.1,11.7,7791","GSM8187004: BRD4-dTAG, E2, ER; Homo sapiens; ChIP-Seq","source_name=breast	tissue=breast	cell line=MCF7	cell type=breast cancer cells	chip antibody=ER, Santa Cruz F-10, D-12	treatment=DMSO, E2	geo_loc_name=missing	collection_date=missing"
SRX24151140,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"20461683,99.0,13.1,11443","GSM8187005: BRD4-dTAG, dTAG, E2, ER; Homo sapiens; ChIP-Seq","source_name=breast	tissue=breast	cell line=MCF7	cell type=breast cancer cells	chip antibody=ER, Santa Cruz F-10, D-12	treatment=dTAG, E2	geo_loc_name=missing	collection_date=missing"
SRX2423570,hg38,TFs and others,JUN,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"28575262,97.9,16.5,2126",GSM2423124: ChIP-seq from MCF-7 (ENCLB720CSU); Homo sapiens; ChIP-Seq,"dev stage=adult	cell line=MCF-7	sex=female	sample type=immortalized cell line	donor ID=ENCDO000AAE	age=69 year	health state=breast cancer (adenocarcinoma)	lab=Michael Snyder, Stanford"
SRX2423571,hg38,TFs and others,JUN,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"41595398,97.9,5.1,2527",GSM2423125: ChIP-seq from MCF-7 (ENCLB508LER); Homo sapiens; ChIP-Seq,"dev stage=adult	cell line=MCF-7	sex=female	sample type=immortalized cell line	donor ID=ENCDO000AAE	age=69 year	health state=breast cancer (adenocarcinoma)	lab=Michael Snyder, Stanford"
SRX2424722,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"30740986,98.9,10.1,870",GSM2424253: ChIP-seq from A549 (ENCLB747WRD); Homo sapiens; ChIP-Seq,"dev stage=adult	cell line=A549	sex=male	sample type=immortalized cell line	donor ID=ENCDO000AAZ	age=58 year	lab=Michael Snyder, Stanford"
SRX2424723,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"26939456,97.2,3.8,883",GSM2424254: ChIP-seq from A549 (ENCLB481CKC); Homo sapiens; ChIP-Seq,"dev stage=adult	cell line=A549	sex=male	sample type=immortalized cell line	donor ID=ENCDO000AAZ	age=58 year	lab=Michael Snyder, Stanford"
SRX2443742,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"19596777,98.3,2.5,9320",GSM2437720: ChIP-seq from A549 (ENCLB403GIO); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	sample type=immortalized cell line	cell line=A549"
SRX2443743,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"21526589,98.3,2.8,2564",GSM2437721: ChIP-seq from A549 (ENCLB894JSW); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	sample type=immortalized cell line	cell line=A549"
SRX2443747,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"25106058,98.8,5.8,24558",GSM2437725: ChIP-seq from A549 (ENCLB284UFR); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 10; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443748,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"22049962,98.5,2.5,3173",GSM2437726: ChIP-seq from A549 (ENCLB968UIB); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 10; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443749,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"21029089,98.8,2.4,5492",GSM2437727: ChIP-seq from A549 (ENCLB767WAP); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 10; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443784,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"23104149,98.5,2.9,4172",GSM2437801: ChIP-seq from A549 (ENCLB106MTE); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 3; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443785,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"20587730,98.4,2.5,3689",GSM2437802: ChIP-seq from A549 (ENCLB185DPX); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 3; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443786,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"21305214,98.8,2.9,6401",GSM2437803: ChIP-seq from A549 (ENCLB784ODX); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 3; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443787,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"27866876,98.3,2.8,6523",GSM2437814: ChIP-seq from A549 (ENCLB988JSG); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 5; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443788,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"23492047,98.5,2.3,6561",GSM2437815: ChIP-seq from A549 (ENCLB287CBS); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 5; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443789,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"22129604,98.3,3.8,3701",GSM2437816: ChIP-seq from A549 (ENCLB718QTY); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 5; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443809,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"20705299,98.4,6.5,19788",GSM2437828: ChIP-seq from A549 (ENCLB200YWK); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 6; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443810,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"21497629,98.3,2.2,9429",GSM2437829: ChIP-seq from A549 (ENCLB667WWZ); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 6; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443811,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"22167046,98.8,3.5,9844",GSM2437830: ChIP-seq from A549 (ENCLB389NSI); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 6; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443849,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"23786787,98.5,3.2,15103",GSM2437851: ChIP-seq from A549 (ENCLB185NUD); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 4; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443850,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"22481318,98.7,2.8,10560",GSM2437852: ChIP-seq from A549 (ENCLB907FIF); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 4; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443851,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"19715537,98.5,3.8,11697",GSM2437853: ChIP-seq from A549 (ENCLB865UCI); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 4; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443852,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"20806007,98.8,2.5,9304",GSM2437870: ChIP-seq from A549 (ENCLB954NHO); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 2; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443853,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"20141789,98.7,4.0,17526",GSM2437871: ChIP-seq from A549 (ENCLB770OST); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 2; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443857,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"23134783,98.3,2.4,10247",GSM2437865: ChIP-seq from A549 (ENCLB565GJB); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 30; duration_units: minute;	sample type=immortalized cell line	cell line=A549"
SRX2443858,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"21978169,98.6,2.8,2077",GSM2437866: ChIP-seq from A549 (ENCLB429DJB); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 30; duration_units: minute;	sample type=immortalized cell line	cell line=A549"
SRX2443862,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"20440061,98.0,2.3,6120",GSM2437842: ChIP-seq from A549 (ENCLB937ZYA); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 12; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443863,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"26106908,99.0,3.1,14982",GSM2437843: ChIP-seq from A549 (ENCLB242XBI); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 12; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443864,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"21901313,98.5,3.4,25872",GSM2437844: ChIP-seq from A549 (ENCLB961XBF); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 12; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443879,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"22016571,98.8,2.5,4191",GSM2437887: ChIP-seq from A549 (ENCLB703MPM); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 1; duration_units: hour; UCSC-ENCODE-cv:DEX_100nM;	sample type=immortalized cell line	cell line=A549"
SRX2443880,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"21775759,98.6,2.6,10739",GSM2437888: ChIP-seq from A549 (ENCLB843ZFC); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 1; duration_units: hour; UCSC-ENCODE-cv:DEX_100nM;	sample type=immortalized cell line	cell line=A549"
SRX2443890,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"21949976,98.5,3.3,5388",GSM2437867: ChIP-seq from A549 (ENCLB863NOO); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 8; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443891,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"21180704,98.5,3.0,14338",GSM2437868: ChIP-seq from A549 (ENCLB261AYG); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 8; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443892,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"22185739,98.9,3.2,10919",GSM2437869: ChIP-seq from A549 (ENCLB381ZXB); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 8; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443914,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"21152150,98.5,3.3,7720",GSM2437884: ChIP-seq from A549 (ENCLB471JCX); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 7; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443915,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"20200606,98.5,2.6,7007",GSM2437885: ChIP-seq from A549 (ENCLB298TDQ); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 7; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2443916,hg38,TFs and others,JUN,Lung,A549,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma,"19815303,99.0,7.6,21932",GSM2437886: ChIP-seq from A549 (ENCLB863LKG); Homo sapiens; ChIP-Seq,"dev stage=adult	donor ID=ENCDO000AAZ	age=58 year	sex=male	lab=Tim Reddy, Duke	treatments=treatment_term_id: CHEBI:41879; treatment_term_name: dexamethasone; treatment_type: chemical; duration: 7; duration_units: hour;	sample type=immortalized cell line	cell line=A549"
SRX2460046,hg38,TFs and others,ESR1,Breast,Breast cancer cells,,"19195198,90.6,23.6,2997",GSM2443983: UCD4 E2 replicate 1 ER ChIP; Homo sapiens; ChIP-Seq,"source_name=Breast tumor xenograft	xenograft=UCD4	treatment=estrogen	chip antibody=ER (sc-543X, Santa Cruz Biotechnology), lot# F1215"
SRX2460047,hg38,TFs and others,PGR,Breast,Breast cancer cells,,"14922858,91.2,45.5,374",GSM2443984: UCD4 E2 replicate 1 PR ChIP; Homo sapiens; ChIP-Seq,"source_name=Breast tumor xenograft	xenograft=UCD4	treatment=estrogen	chip antibody=PR (sc-7208X, Santa Cruz Biotechnology), lot# H1415"
SRX2460050,hg38,TFs and others,ESR1,Breast,Breast cancer cells,,"15942306,89.8,20.6,2551",GSM2443987: UCD4 E2 replicate 2 ER ChIP; Homo sapiens; ChIP-Seq,"source_name=Breast tumor xenograft	xenograft=UCD4	treatment=estrogen	chip antibody=ER (sc-543X, Santa Cruz Biotechnology), lot# F1215"
SRX2460051,hg38,TFs and others,PGR,Breast,Breast cancer cells,,"16850251,92.5,25.4,238",GSM2443988: UCD4 E2 replicate 2 PR ChIP; Homo sapiens; ChIP-Seq,"source_name=Breast tumor xenograft	xenograft=UCD4	treatment=estrogen	chip antibody=PR (sc-7208X, Santa Cruz Biotechnology), lot# H1415"
